8.550083468967797917e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.536721101272877699e-02,7.884354518206063145e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.285546537242804148e-02,3.003557088817904869e-02,8.525970841186882032e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.682009122030489093e-03,1.697962363889625112e-02,3.443988330694860989e-02,1.474761924694166226e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.059204238667749910e-03,2.968770153466188024e-03,1.399278512345332459e-02,4.913890941176873861e-02,1.612857660053866604e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.941521200375490440e-03,3.899040064036817400e-03,3.447491831297032523e-03,5.277336468644110157e-03,4.308019784858718726e-02,2.527024537530385695e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.459177129866093051e-03,2.640360818209519685e-03,3.077493483260945956e-04,2.170604402123852035e-03,1.613971901146314105e-03,5.055383367951712253e-02,3.522627399082847166e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.576798194731365012e-04,7.256306418184920197e-04,6.984078247065297754e-05,4.765887523941037917e-04,3.799607703484590010e-04,4.867066223655585559e-04,6.309504480499730783e-02,4.083282779283740060e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.708035646610755716e-04,1.293157150378889157e-04,1.261871900365247244e-05,9.508389928071425061e-05,8.168740795435492773e-05,1.030810678899741849e-04,3.843723081455956137e-05,6.982940121121349042e-02,4.336360620129139920e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.563193263554641003e-05,1.953046862926138765e-05,2.108577014318100120e-06,1.852890484604467227e-05,1.747215163408756105e-05,1.865077452058610711e-05,8.541080092433004563e-06,4.903245764002314082e-05,7.246646739296198902e-02,4.464639720177897564e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.651199083684891823e-06,2.814960829409365350e-06,3.626078075340074497e-07,3.824389935815425686e-06,3.788129802313931265e-06,3.661440691272099290e-06,1.443077220246572723e-06,1.410598097555424780e-06,1.179029317952139488e-05,7.385638378704005580e-02,4.543107720625784718e-01,0.000000000000000000e+00
5.897713249139301320e-07,4.761289395642034897e-07,7.894476373254779913e-08,1.069984087025593000e-06,1.062917652499814128e-06,8.763618389954250106e-07,2.968175123063545137e-07,2.164407723649595432e-07,1.756365272039658558e-06,2.438148301854324909e-04,7.370989094479003800e-02,5.352646248059103051e-01
